"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.94404649124233e-96,1.37422745392577,0.271,0.074,2.68081858840901e-91,"3","SLITRK2"
7.3416156511387e-96,1.40132702785016,0.328,0.104,2.83430413827861e-91,"3","BCL7A"
1.32014576342893e-95,1.14798809729458,0.464,0.183,5.09655473429371e-91,"3","PIGX"
2.7634541595736e-95,0.494900478958177,0.992,0.897,1.06685911284499e-90,"3","COX6C"
3.65570520483461e-95,1.51446477509969,0.252,0.066,1.41132155137845e-90,"3","ZDHHC2"
4.15309394147917e-95,1.57350605496699,0.252,0.066,1.60334344704745e-90,"3","RAB9B"
1.14701149270098e-94,1.4219604589072,0.282,0.081,4.4281525687214e-90,"3","TOP3A"
1.45515307606803e-94,0.901240644292635,0.756,0.431,5.61776396546825e-90,"3","CHCHD3"
1.63306898770654e-94,1.00365565711451,0.505,0.204,6.30462613393986e-90,"3","CTTNBP2"
2.14376066127484e-94,0.699567012504448,0.922,0.656,8.27620240891763e-90,"3","HNRNPA0"
2.4867696330769e-94,1.13266457239219,0.469,0.187,9.60042284545667e-90,"3","CRYBB2P1"
3.22254527014537e-94,0.822049879257523,0.597,0.264,1.24409582699232e-89,"3","DPP6"
7.57252965866187e-94,0.977087247889184,0.519,0.216,2.923450800023e-89,"3","GRIA4"
1.30380119352682e-93,1.53305250130114,0.274,0.079,5.03345488772962e-89,"3","PPP2R3B"
2.97049862637566e-93,1.20012254762453,0.318,0.097,1.14679069969859e-88,"3","PHACTR3"
3.49158661758685e-93,0.745059385037114,0.883,0.599,1.34796192958558e-88,"3","DCTN3"
3.80755927067472e-93,0.991316276331611,0.627,0.301,1.46994633203668e-88,"3","CDC123"
4.11842441128802e-93,1.11909713944815,0.434,0.166,1.58995892822185e-88,"3","NFATC2IP"
6.54747790408659e-93,0.738445492392072,0.897,0.604,2.52771931965167e-88,"3","UBE2V2"
8.10093809974934e-93,0.341047842176392,0.952,0.52,3.12744816278923e-88,"3","PMP2"
8.35467531282168e-93,1.3098430050704,0.289,0.084,3.22540595126794e-88,"3","DCC"
8.44821104990985e-93,1.05524777436153,0.429,0.16,3.2615163579282e-88,"3","ZNF738"
9.28443013061431e-93,0.651048430652281,0.928,0.624,3.58434709622496e-88,"3","RPAIN"
9.72244359978523e-93,0.631340323837918,0.966,0.74,3.75344657613309e-88,"3","TTC3"
1.04634513354429e-92,0.834135124522078,0.79,0.458,4.0395200225611e-88,"3","HNRNPH3"
1.60982137946518e-92,0.836683846264836,0.548,0.232,6.21487641756329e-88,"3","LINC00844"
3.38972837129626e-92,1.52656653089466,0.271,0.077,1.30863853502264e-87,"3","RAD51D"
4.41176091113785e-92,0.761309076904279,0.815,0.507,1.70320441735388e-87,"3","CACYBP"
5.58962520440998e-92,0.955360529276577,0.625,0.301,2.15793070641452e-87,"3","SNRPA"
6.10866683995217e-92,0.485280188250311,0.988,0.896,2.35831192023194e-87,"3","HINT1"
1.47938382644612e-91,0.960381911557938,0.578,0.263,5.7113092003779e-87,"3","SQLE"
1.80813551940977e-91,0.670527044600105,0.931,0.659,6.98048798623336e-87,"3","SLC25A5"
2.33225787719236e-91,0.836755251504066,0.723,0.385,9.00391476068883e-87,"3","ECI1"
2.7364163484869e-91,1.40947590270438,0.284,0.083,1.05642089549685e-86,"3","ADAM22"
4.77566921235099e-91,1.14838877756125,0.317,0.098,1.84369485612022e-86,"3","PCDH7"
4.98533110909634e-91,0.983013041810524,0.586,0.27,1.92463692797773e-86,"3","FAM89B"
1.35492833314832e-90,0.822962561536494,0.693,0.348,5.23083632295242e-86,"3","MAN1A2"
1.42024454629107e-90,1.07311039192823,0.486,0.203,5.48299609541132e-86,"3","HIP1"
1.76255941722199e-90,1.54743456896159,0.257,0.071,6.80453688612723e-86,"3","ARHGAP33"
1.80499912656384e-90,1.00820200978619,0.575,0.262,6.96837962801238e-86,"3","HAT1"
2.06074680672285e-90,0.838195753984093,0.779,0.451,7.95571912203424e-86,"3","HDAC2"
2.35424593049751e-90,0.602910894502931,0.95,0.732,9.0888018392787e-86,"3","PABPC1"
7.38421228494707e-90,0.670325045700713,0.925,0.679,2.85074899472667e-85,"3","DYNLT1"
7.79234800442461e-90,0.255178441315109,0.75,0.352,3.00831387058817e-85,"3","APOD"
8.43878518997213e-90,0.870946087909851,0.407,0.146,3.25787741044064e-85,"3","EEF1AKMT3"
1.6541449397028e-89,0.920881272068731,0.362,0.121,6.38599195421662e-85,"3","TMEFF2"
2.6505432254727e-89,1.26695852176103,0.334,0.11,1.02326871762599e-84,"3","RNF165"
2.68592934227739e-89,1.44219047862397,0.281,0.082,1.03692988187961e-84,"3","LINC01563"
4.28112426613863e-89,1.44333760797458,0.307,0.098,1.65277083418548e-84,"3","ALYREF"
5.42402794555507e-89,0.72806354158096,0.865,0.554,2.09400022866099e-84,"3","ILF2"
6.29776728796742e-89,0.758159975747101,0.653,0.314,2.4313160391927e-84,"3","CYRIB"
8.02598948727626e-89,1.36675143151632,0.272,0.078,3.09851350145787e-84,"3","SEPTIN3"
9.75974901600023e-89,0.781356312311082,0.709,0.363,3.76784870511705e-84,"3","MAGEH1"
1.16959800338943e-88,1.24901265175269,0.395,0.149,4.51535005188522e-84,"3","EXOSC9"
1.48982727387586e-88,0.983683894662571,0.615,0.298,5.75162717352513e-84,"3","CCDC28B"
1.69028063667977e-88,1.20912522193117,0.322,0.106,6.52549742596593e-84,"3","RAD9A"
2.50765259922099e-88,1.06772754020058,0.376,0.132,9.68104362455256e-84,"3","GRIK2"
4.84564269710915e-88,1.09180757950962,0.373,0.13,1.87070881964596e-83,"3","IFITM10"
6.06594715318761e-88,0.881333086511407,0.505,0.211,2.34181955795961e-83,"3","RICTOR"
6.75239783666799e-88,1.10910573118781,0.436,0.172,2.60683070882404e-83,"3","CASK"
7.27257391025528e-88,1.3576556275673,0.315,0.102,2.80764988379315e-83,"3","KHDC1-AS1"
1.09300319885254e-87,0.890569855845531,0.768,0.456,4.21964814949011e-83,"3","MRPL3"
1.65546688393988e-87,0.964718537379259,0.436,0.169,6.3910954521383e-83,"3","WEE1"
1.68221687911659e-87,0.653715649736738,0.937,0.688,6.4943664835175e-83,"3","CYC1"
1.91342085882049e-87,0.553680215932166,0.367,0.123,7.38695256756237e-83,"3","BCAS1"
2.39355561281596e-87,1.06383465184855,0.431,0.17,9.24056079883729e-83,"3","FAIM2"
2.75302386443873e-87,0.890166177007566,0.764,0.461,1.06283239310521e-82,"3","ENOPH1"
5.21397795108122e-87,0.71189260815289,0.736,0.37,2.01290832779441e-82,"3","BEX2"
7.58766899875926e-87,1.21363028426816,0.317,0.102,2.929295493661e-82,"3","SGK3"
8.75429394702225e-87,1.35439622992117,0.266,0.077,3.37968272118741e-82,"3","NSG2"
1.28936251768949e-86,0.73894298471014,0.884,0.595,4.97771293579205e-82,"3","NDUFAF8"
2.767951035314e-86,0.545097014840257,0.978,0.828,1.06859517669332e-81,"3","COX8A"
3.57461609021045e-86,0.80241953796813,0.636,0.306,1.38001628778665e-81,"3","CORO1C"
4.12722461018377e-86,0.755066063484308,0.86,0.567,1.59335633300754e-81,"3","TRA2B"
4.17203328164007e-86,0.963151515589973,0.617,0.307,1.61065516870996e-81,"3","RUVBL1"
5.57534107651953e-86,1.02536243499362,0.436,0.172,2.15241617600113e-81,"3","RARRES2"
1.15930548316678e-85,0.72652719484821,0.677,0.336,4.47561474831367e-81,"3","RAB3IP"
1.18402549856424e-85,0.910796454735048,0.663,0.347,4.57104883975711e-81,"3","RBM17"
2.31270399697399e-85,1.26063809747962,0.36,0.129,8.92842505071777e-81,"3","ISOC1"
2.66599946163298e-85,0.618559509882715,0.592,0.27,1.02923575215803e-80,"3","SGK1"
3.23439088706783e-85,0.706542596376685,0.874,0.561,1.24866894586141e-80,"3","HNRNPM"
3.5173591465217e-85,1.09704885925738,0.403,0.155,1.35791167210617e-80,"3","PLLP"
3.90735557625928e-85,0.953752132592734,0.741,0.436,1.50847369377066e-80,"3","RPL22L1"
4.53529776470947e-85,1.08678132984344,0.418,0.163,1.75089705504374e-80,"3","JADE1"
5.8275745608842e-85,0.713374586161658,0.891,0.614,2.24979343497495e-80,"3","TXNL4A"
5.93011625158858e-85,0.888618685248151,0.627,0.309,2.28938068008829e-80,"3","POP5"
5.94338181321293e-85,0.643742228511369,0.917,0.642,2.29450198280898e-80,"3","SFPQ"
6.84217225331754e-85,0.997696912532397,0.613,0.311,2.64148902011577e-80,"3","HRAS"
8.69982043418521e-85,1.44954296377667,0.255,0.073,3.35865267682154e-80,"3","PDZRN3"
9.50563801877923e-85,1.0955188429647,0.443,0.182,3.66974661352991e-80,"3","TMEM237"
1.66864842327633e-84,0.885413962170188,0.692,0.377,6.44198410290061e-80,"3","PARL"
1.68603373353824e-84,0.662113704812958,0.879,0.555,6.50910183169774e-80,"3","EGR1"
1.97804560677064e-84,0.823824249952759,0.736,0.406,7.63644286949872e-80,"3","PAICS"
2.46722082952008e-84,0.918561784923207,0.554,0.255,9.52495273444522e-80,"3","PSD3"
1.17901051497774e-83,0.725016057723864,0.667,0.329,4.55168799412308e-79,"3","THRA"
1.65084703958447e-83,1.02964676508081,0.374,0.134,6.37326008101979e-79,"3","PID1"
5.91100558059628e-83,0.828441701465558,0.726,0.408,2.282002814445e-78,"3","MAD2L2"
6.11422327036329e-83,1.27753357520134,0.351,0.127,2.36045703575645e-78,"3","NUP35"
6.49041052817437e-83,1.01368278165772,0.445,0.18,2.505687888507e-78,"3","SLC35F1"
1.13833947709319e-82,0.8746753807084,0.594,0.282,4.39467338526597e-78,"3","GPSM2"
1.16467228551298e-82,0.875506767387252,0.589,0.282,4.49633382545141e-78,"3","PITPNA-AS1"
1.607755782118e-82,1.05067055860831,0.449,0.187,6.20690197244476e-78,"3","ARL13B"
2.04829325754515e-82,0.618935027815077,0.91,0.604,7.90764095007882e-78,"3","QKI"
2.28465287068437e-82,1.23342799557631,0.343,0.121,8.82013087256408e-78,"3","SEPHS1"
4.56481722199205e-82,0.925667428893783,0.264,0.077,1.76229333672225e-77,"3","PRC1"
6.18739420709984e-82,0.624338495370175,0.593,0.266,2.38870540759296e-77,"3","SOX8"
8.5084016056817e-82,0.334570495981468,0.999,0.977,3.28475352388948e-77,"3","RPL15"
1.17440949767294e-81,0.789701431643886,0.582,0.281,4.53392530671616e-77,"3","EPB41L2"
1.39602588062557e-81,0.55795983196603,0.975,0.838,5.38949751474308e-77,"3","HSPE1"
1.79481939910819e-81,1.47685029521448,0.253,0.074,6.92907977219707e-77,"3","MANEAL"
2.25900283723403e-81,0.869452732995337,0.686,0.374,8.7211063534257e-77,"3","GLOD4"
2.64003098841007e-81,0.828561899843551,0.681,0.365,1.01921036338559e-76,"3","TCEAL3"
4.17273245933502e-81,0.977194245144509,0.457,0.19,1.61092509325088e-76,"3","CENPT"
6.24641152832329e-81,1.09682301639534,0.386,0.146,2.41148963462449e-76,"3","NNT"
6.63054372981391e-81,0.69783984631365,0.601,0.284,2.55978771233196e-76,"3","PSAT1"
1.51209753405466e-80,0.634903945411908,0.689,0.339,5.83760373997141e-76,"3","ZEB2"
1.85551777189948e-80,1.20711191313314,0.264,0.079,7.16341191019511e-76,"3","SNCA"
1.9137110706341e-80,0.823056406615625,0.694,0.384,7.38807295929e-76,"3","APPL1"
2.18561240026889e-80,0.697277993981798,0.875,0.578,8.43777523247806e-76,"3","NDUFS8"
3.05657816041919e-80,0.788502582106299,0.759,0.452,1.18002256461143e-75,"3","ITGB1BP1"
3.39812227077708e-80,1.18089966774867,0.358,0.134,1.3118790838562e-75,"3","SPATA33"
4.32993652898503e-80,0.964494929990005,0.588,0.29,1.67161529637996e-75,"3","RPA2"
5.64370178553995e-80,0.720589197297186,0.859,0.571,2.17880751132555e-75,"3","NME4"
7.0273271968874e-80,1.10966383272244,0.426,0.176,2.71296993763035e-75,"3","SNX10-AS1"
8.17225658223834e-80,0.957950868632491,0.427,0.171,3.15498137613893e-75,"3","FUBP1"
8.32189148737145e-80,0.895485338984435,0.534,0.245,3.21274942761462e-75,"3","PRPSAP1"
8.61396613813197e-80,0.913761050296239,0.552,0.263,3.32550776728723e-75,"3","CMC2"
1.36240318555159e-79,0.578414243722454,0.932,0.716,5.25969373814046e-75,"3","ERH"
1.49946350422136e-79,1.18050203022721,0.309,0.104,5.788828804397e-75,"3","CCDC18"
1.99562682692229e-79,0.930236524711173,0.547,0.259,7.70431692801618e-75,"3","RABL6"
2.04029689031091e-79,0.714611003904657,0.774,0.443,7.87677017473431e-75,"3","PCDH17"
2.15526936334437e-79,0.938534174410822,0.515,0.234,8.32063290412727e-75,"3","MTHFD1"
3.47708837964447e-79,0.797567004123023,0.754,0.434,1.34236473984555e-74,"3","LAGE3"
3.58522966724509e-79,0.589743344300226,0.947,0.736,1.38411376533664e-74,"3","AP2M1"
4.52224186538246e-79,0.633920044656429,0.921,0.682,1.74585669454955e-74,"3","NHP2"
4.77417055414874e-79,0.508537954191312,0.968,0.695,1.84311628413466e-74,"3","GPM6A"
5.82621543954386e-79,1.13125652116412,0.351,0.127,2.2492687325903e-74,"3","GUSBP1"
1.34686174888645e-78,1.31995366926628,0.277,0.088,5.19969446775104e-74,"3","ENSG00000290928"
1.38289029513514e-78,1.17014491374869,0.388,0.155,5.33878627339872e-74,"3","CKAP5"
1.49187390612464e-78,0.939798410980148,0.542,0.254,5.75952840198477e-74,"3","NAA50"
1.74794088939043e-78,1.06733039282192,0.33,0.115,6.74810059758068e-74,"3","ELMO1"
2.48978040063645e-78,0.684689314877554,0.769,0.45,9.61204621469708e-74,"3","SRSF1"
2.73169297344206e-78,1.29847255688316,0.307,0.104,1.05459738932704e-73,"3","PALM"
2.76670297903326e-78,0.901822760476817,0.596,0.297,1.06811335208558e-73,"3","SEMA5A"
3.41008307286076e-78,1.19040524915944,0.303,0.1,1.31649667110863e-73,"3","BRINP3"
7.08910166455311e-78,0.789721186893473,0.771,0.473,2.73681858861737e-73,"3","DTD1"
1.7110520040199e-77,0.745965853407909,0.764,0.458,6.60568736671921e-73,"3","NAXE"
2.18363888681327e-77,1.2509441609203,0.286,0.093,8.43015628643132e-73,"3","PHTF2"
4.16901561544358e-77,0.919809169099428,0.403,0.156,1.60949016849815e-72,"3","C14orf132"
9.63138421700196e-77,0.856348455169294,0.456,0.19,3.71829219081578e-72,"3","EPHB1"
1.05834116572947e-76,1.19412375899199,0.331,0.119,4.08583190441518e-72,"3","TAFA5"
1.08474436700551e-76,0.831053908931202,0.718,0.417,4.18776410326149e-72,"3","TPRKB"
1.27528566725068e-76,0.966068755004432,0.479,0.211,4.92336784698797e-72,"3","IDI1"
1.29466766764459e-76,0.977393004820927,0.389,0.151,4.99819399770872e-72,"3","SMAP2"
1.41288591551599e-76,1.29464763682006,0.286,0.094,5.45458736544102e-72,"3","LINC01315"
1.52048032067246e-76,1.10698857562605,0.283,0.091,5.8699663259881e-72,"3","KCND2"
1.60785057313776e-76,0.713367109638345,0.815,0.506,6.20726792265564e-72,"3","SRSF10"
1.72957431021494e-76,0.90489190270011,0.57,0.284,6.67719458201578e-72,"3","NIT2"
2.08141993928987e-76,0.840261133605981,0.663,0.358,8.03552981762248e-72,"3","COPS3"
2.1139608444781e-76,0.687139720546857,0.728,0.396,8.16115723619217e-72,"3","EEF1A2"
2.39834826212327e-76,0.773120133327629,0.707,0.402,9.2590633007531e-72,"3","RBBP4"
3.98186493652955e-76,0.788361525975389,0.743,0.433,1.5372387773966e-71,"3","PPA1"
6.52968293277152e-76,0.639894575104117,0.885,0.59,2.52084939302577e-71,"3","EMC6"
1.18660208201118e-75,0.901140725327362,0.553,0.265,4.58099599781234e-71,"3","PPIH"
1.34509526963906e-75,0.801072332745783,0.678,0.363,5.19287479796856e-71,"3","LSM6"
1.77970957871438e-75,1.05043702076119,0.422,0.178,6.87074679958475e-71,"3","TPP2"
1.85955767427624e-75,1.00635953390223,0.407,0.164,7.17900835731086e-71,"3","ZNF232-AS1"
1.90831318126448e-75,0.906597387563578,0.555,0.272,7.36723386758966e-71,"3","NABP2"
1.94089509924566e-75,0.961683652847747,0.389,0.151,7.4930196201478e-71,"3","MEIS3"
1.95458529933314e-75,0.74673133957895,0.828,0.539,7.54587200660551e-71,"3","GTF3A"
2.06376617787792e-75,1.06242834088097,0.285,0.092,7.96737570631551e-71,"3","PLEKHA5"
2.5445087211355e-75,0.928674722783337,0.464,0.202,9.82333036881573e-71,"3","NPAS3"
2.96608787761144e-75,0.396351657723317,0.995,0.927,1.14508788603067e-70,"3","COX6A1"
4.04862777902498e-75,0.619153257529416,0.6,0.287,1.56301324037038e-70,"3","SOX11"
4.07249724692658e-75,0.576695811940387,0.945,0.741,1.57222828714848e-70,"3","U2AF1"
4.8319173003503e-75,0.82013872545296,0.547,0.257,1.86540999297323e-70,"3","ADGRL3"
5.81371727619453e-75,0.907164703999624,0.53,0.249,2.24444369164766e-70,"3","ACTL6A"
7.37210632249078e-75,0.731404796002068,0.724,0.411,2.84607536686079e-70,"3","RSRC1"
1.07404823188455e-74,0.416987508589201,0.997,0.95,4.14647060401349e-70,"3","MT-CYB"
1.08942538185314e-74,1.05274413622683,0.402,0.163,4.20583562918224e-70,"3","TRAF3IP2-AS1"
1.23680697867218e-74,0.68741287274685,0.828,0.542,4.77481702186182e-70,"3","LSM2"
1.34355964190101e-74,0.837099623972859,0.566,0.274,5.18694635352305e-70,"3","IPO9"
1.44522415826625e-74,0.936267117496071,0.397,0.156,5.57943238540268e-70,"3","MOB3B"
2.5019980566001e-74,0.866386150979123,0.611,0.317,9.65921369731034e-70,"3","BZW2"
3.33040277817301e-74,0.682323471449868,0.492,0.205,1.28573529654147e-69,"3","ATCAY"
3.68134358917395e-74,0.314898224855337,0.999,0.977,1.42121950603649e-69,"3","RPL7"
4.33412261011032e-74,0.626424292294288,0.856,0.553,1.67323137485919e-69,"3","ODC1"
4.63104509093268e-74,1.27454011812587,0.268,0.087,1.78786126780547e-69,"3","USP13"
7.89845363300342e-74,0.757274395747963,0.654,0.354,3.0492770095573e-69,"3","DDX39A"
1.03905089639421e-73,0.688561855234195,0.647,0.331,4.01135989061951e-69,"3","LINC00511"
1.12753670557158e-73,0.603442007572534,0.823,0.503,4.35296820552965e-69,"3","LINC00461"
1.16991383182684e-73,0.931269857886829,0.495,0.235,4.51656933915069e-69,"3","EFHD2"
1.6697355077092e-73,0.972306520931963,0.374,0.144,6.44618090106215e-69,"3","RRAGD"
1.77563579816983e-73,0.978597859802958,0.383,0.152,6.85501956241445e-69,"3","RCC2"
1.87354710500502e-73,0.886799891179396,0.62,0.329,7.23301595358238e-69,"3","TIMM10"
2.21955061843694e-73,0.804695764813826,0.612,0.311,8.56879711753764e-69,"3","SDHAF3"
2.5693056276677e-73,0.744156736052105,0.77,0.473,9.91906130617392e-69,"3","EIF4A3"
3.97781900558595e-73,0.761475362709664,0.758,0.467,1.53567680529651e-68,"3","NDUFV1"
6.96245382218086e-73,0.523140209676698,0.96,0.779,2.68792492259114e-68,"3","POLR2J"
7.74247554680046e-73,1.1032821813325,0.346,0.131,2.98906010959778e-68,"3","PARP2"
1.07647012945638e-72,1.12267398021962,0.356,0.137,4.15582058177932e-68,"3","HMGN5"
1.14938911863805e-72,0.94164957028184,0.527,0.255,4.43733163141406e-68,"3","CCM2"
2.57250761468977e-72,0.749719487281443,0.606,0.31,9.93142289727134e-68,"3","SPECC1"
3.4251381243416e-72,0.823933877705626,0.548,0.266,1.32230882428332e-67,"3","TMEM107"
3.51837713554929e-72,1.20193251183081,0.32,0.118,1.35830467695016e-67,"3","NSMCE4A"
5.39074282909388e-72,0.88189414743611,0.416,0.171,2.08115017659998e-67,"3","NXPH1"
6.74161508714031e-72,0.707674185154553,0.774,0.463,2.60266792054139e-67,"3","MCRIP1"
1.07676462821028e-71,1.00064560185876,0.403,0.167,4.15695752366862e-67,"3","INIP"
1.21855648335597e-71,0.691726085152066,0.701,0.386,4.70435915964407e-67,"3","PHIP"
1.4497751867259e-71,0.739636222398125,0.736,0.439,5.59700208587401e-67,"3","RBBP7"
1.48913268233508e-71,0.681445891451564,0.802,0.502,5.74894563342283e-67,"3","UBE2E3"
1.88319374745737e-71,1.29850688868249,0.268,0.089,7.27025778143394e-67,"3","E2F3"
1.94731576428775e-71,0.772472051966778,0.683,0.391,7.51780723960927e-67,"3","NAP1L4"
2.21171933148938e-71,0.829322646665523,0.563,0.279,8.53856365114792e-67,"3","FGD5-AS1"
8.99447564978731e-71,1.16322171986215,0.279,0.094,3.47240726935689e-66,"3","SLC43A3"
9.8012216455728e-71,0.54018799635582,0.945,0.736,3.78385962848984e-66,"3","YWHAQ"
1.00073376843512e-70,1.0361216912258,0.354,0.137,3.86343278642064e-66,"3","DCK"
1.69304690936132e-70,1.1323134125698,0.263,0.085,6.53617689828031e-66,"3","SILC1"
1.78778847557824e-70,0.902012073900706,0.544,0.268,6.90193618881735e-66,"3","DKC1"
4.95090318185216e-70,1.16625063990432,0.326,0.123,1.91134568238584e-65,"3","MGME1"
5.68189611105179e-70,0.818416373765122,0.661,0.372,2.19355281263266e-65,"3","BCL7C"
8.16677241317572e-70,0.498170870624792,0.962,0.793,3.15286415783062e-65,"3","FUS"
1.14342468053823e-69,0.685334311256903,0.711,0.395,4.4143053216859e-65,"3","USP22"
1.14903050922326e-69,1.05521144974186,0.349,0.136,4.43594718390731e-65,"3","AKAP1"
1.24777220854003e-69,0.710961182769772,0.736,0.424,4.81714938828964e-65,"3","TMEM256"
1.37483059242252e-69,0.79917257320461,0.653,0.365,5.30767098510639e-65,"3","BRD7"
1.67094579796829e-69,0.802204886999027,0.608,0.323,6.45085334763637e-65,"3","CISD2"
1.80568559645991e-69,0.992539997815283,0.329,0.122,6.97102981369314e-65,"3","AKT3"
1.84546233845323e-69,0.88136946789564,0.565,0.29,7.12459190383256e-65,"3","LRRC59"
2.13279247647684e-69,0.89556996263979,0.466,0.211,8.23385863468649e-65,"3","RASSF2"
2.46486126402012e-69,0.881388620001829,0.494,0.232,9.51584339587608e-65,"3","RIF1"
1.13690476061085e-68,0.938087627281689,0.44,0.195,4.38913451881424e-64,"3","APBB2"
1.29081272793024e-68,0.900244417804166,0.523,0.256,4.98331161744748e-64,"3","ASAP1"
1.79904582171618e-68,0.790234211937205,0.638,0.351,6.94539629931749e-64,"3","MRPL17"
2.21068298882322e-68,0.627984415645397,0.835,0.552,8.53456274665092e-64,"3","NSD3"
2.3076682156819e-68,1.00529319560072,0.398,0.168,8.90898391346156e-64,"3","RBM14"
2.516398430132e-68,0.977272995773922,0.46,0.21,9.71480777936761e-64,"3","ACYP1"
2.57637909056928e-68,1.02524052358416,0.271,0.09,9.94636911705178e-64,"3","RPRM"
4.56152652475981e-68,1.20848185035282,0.273,0.094,1.76102293014877e-63,"3","SAMD1"
4.73489652877115e-68,0.997762212392965,0.479,0.227,1.82795415389739e-63,"3","POLR3K"
7.10229137494398e-68,0.549833719358178,0.949,0.755,2.74191060821087e-63,"3","MDH2"
7.65259639085785e-68,0.618929753339607,0.87,0.601,2.95436136265458e-63,"3","PA2G4"
7.76608218190925e-68,0.619336302856714,0.835,0.593,2.99817368714788e-63,"3","SIVA1"
1.29971099458371e-67,1.01434012060894,0.282,0.097,5.01766426568987e-63,"3","RNF168"
1.39146503485464e-67,0.859118855040124,0.465,0.21,5.37188991355983e-63,"3","LBR"
1.55733350823108e-67,0.411546742294317,0.992,0.89,6.01224174187689e-63,"3","HNRNPA1"
1.56906062111669e-67,0.83890477512394,0.438,0.191,6.05751543388309e-63,"3","FNIP2"
1.91559229222355e-67,0.859337060178643,0.472,0.216,7.39533560335823e-63,"3","MED30"
1.97625478776946e-67,0.713947533957019,0.692,0.392,7.62952923366279e-63,"3","EXOSC8"
2.26090448022484e-67,0.991322568572139,0.447,0.204,8.72844783635601e-63,"3","PSMG1"
2.73204148693967e-67,0.892646255929114,0.46,0.211,1.05473193644793e-62,"3","MMP16"
3.13905443734636e-67,1.30516118234268,0.265,0.09,1.21186335608194e-62,"3","MELTF-AS1"
3.61999039619161e-67,0.642701878292856,0.833,0.567,1.39753349235373e-62,"3","TALDO1"
3.70240953163675e-67,1.18957129913616,0.28,0.098,1.42935222378368e-62,"3","PARD6A"
3.82013328619874e-67,0.901773050355815,0.44,0.197,1.47480065646988e-62,"3","DVL3"
5.01000917037911e-67,1.05621074510613,0.312,0.116,1.93416414031656e-62,"3","ZMYND11"
6.10345193220827e-67,0.889575077508271,0.485,0.229,2.35629865294832e-62,"3","SF3B3"
9.07197658463861e-67,0.809860716338206,0.502,0.235,3.50232728026558e-62,"3","DBN1"
9.25781781738275e-67,1.09823850942133,0.347,0.139,3.57407314657878e-62,"3","METTL21A"
1.62505700238805e-66,0.883160520330823,0.489,0.233,6.27369506341932e-62,"3","HAUS1"
1.64874207870991e-66,0.854224256827297,0.42,0.18,6.3651336690675e-62,"3","FSD1"
1.87180988477683e-66,0.287435574648117,1,0.983,7.22630924116943e-62,"3","RPL19"
1.98473727054316e-66,0.556878187708528,0.916,0.7,7.66227670665893e-62,"3","ELOC"
2.3924861702411e-66,0.939396385758272,0.399,0.169,9.23643210883278e-62,"3","SOGA1"
2.66655151087392e-66,0.886304040714138,0.329,0.123,1.02944887628799e-61,"3","ARPP21"
2.86541628789347e-66,0.560959054235642,0.926,0.678,1.10622261210415e-61,"3","HNRNPA3"
4.52334681174282e-66,0.681884600641063,0.785,0.518,1.74628327014143e-61,"3","MEA1"
4.75677534338172e-66,0.653049243503058,0.41,0.168,1.83640068906595e-61,"3","SEMA3E"
5.14527313717428e-66,0.74545062195865,0.679,0.381,1.9863841473375e-61,"3","ERI3"
1.03053103296808e-65,0.725367513538069,0.586,0.3,3.97846810587658e-61,"3","ACAP3"
1.09783050199928e-65,0.661575220412398,0.816,0.515,4.23828443601842e-61,"3","BUD23"
1.22771254686156e-65,0.900771859383944,0.302,0.11,4.73970705841373e-61,"3","STMN2"
1.54927197638643e-65,0.794995488548705,0.531,0.261,5.98111939203746e-61,"3","ARMC1"
1.6881295682504e-65,0.450178437035425,0.421,0.181,6.51719301118751e-61,"3","ID1"
1.86435212204089e-65,0.974125614110392,0.372,0.154,7.19751780235105e-61,"3","DHX33"
2.1417286671621e-65,1.19407677172659,0.291,0.107,8.26835769244601e-61,"3","TRIM37"
2.55484591683654e-65,0.876919974931364,0.355,0.141,9.86323814653914e-61,"3","HIP1R"
4.14806151468346e-65,1.01976561751378,0.341,0.135,1.6014006283587e-60,"3","PHF19"
6.18265958751036e-65,0.782476648433093,0.493,0.232,2.38687756035425e-60,"3","CDCA7L"
6.81031981998503e-65,0.808230075024033,0.508,0.247,2.62919206970342e-60,"3","BUB3"
7.39466364915718e-65,0.599690183744174,0.702,0.39,2.85478384839362e-60,"3","TCF12"
8.59920708340986e-65,0.635984986621887,0.849,0.583,3.31980988662121e-60,"3","FKBP3"
1.06538547921682e-64,1.11317930980479,0.348,0.141,4.11302718106444e-60,"3","RNF138"
1.22283308096761e-64,0.478147190885933,0.978,0.872,4.72086939238356e-60,"3","NUCKS1"
1.58704769369209e-64,0.907275263494475,0.382,0.16,6.12695632626769e-60,"3","LRATD2"
1.76676612305351e-64,0.6608945472365,0.596,0.311,6.82077729466038e-60,"3","MT-ND6"
2.02497809794539e-64,0.7553070822755,0.642,0.361,7.81763044492796e-60,"3","KLHDC3"
2.10676896474455e-64,0.500231848127479,0.946,0.738,8.13339226529282e-60,"3","CYCS"
2.76342847343325e-64,0.847121114809239,0.576,0.307,1.06684919645364e-59,"3","ELP5"
2.85805162029551e-64,0.739422927710913,0.562,0.289,1.10337940853128e-59,"3","XPO1"
3.25458188227441e-64,0.596090607339969,0.888,0.61,1.25646388147086e-59,"3","GCSH"
